image,caption,preprocessed_captions
4SOGFSE8M4FJ.jpg,rocky hills with streaks of snow with a clear dark blue sky,"['rocky', 'hill', 'streak', 'snow', 'clear', 'dark', 'blue', 'sky']"
4T11MCO0LX3B.jpg,two layers of hills covered with trees and a light blue sky with puffy grey clouds,"['two', 'layer', 'hill', 'covered', 'tree', 'light', 'blue', 'sky', 'puffy', 'grey', 'cloud']"
4TXI1F8Y36IK.jpg,low lying hill covered with grass and with a dark blue sky with streaks of white and puffy clouds,"['low', 'lying', 'hill', 'covered', 'grass', 'dark', 'blue', 'sky', 'streak', 'white', 'puffy', 'cloud']"
4VTQQVEDOM5Q.jpg,rocky hill mostly covered with snow and a layer of trees with a grey hazy sky,"['rocky', 'hill', 'mostly', 'covered', 'snow', 'layer', 'tree', 'grey', 'hazy', 'sky']"
4WMHYJX77PBL.jpg,single hill covered with green moss and a light blue sky covered with white clouds,"['single', 'hill', 'covered', 'green', 'moss', 'light', 'blue', 'sky', 'covered', 'white', 'cloud']"
4X62VSNPQOFW.jpg,rocky hill covered with green bushes with a clear white sky,"['rocky', 'hill', 'covered', 'green', 'bush', 'clear', 'white', 'sky']"
4YZJ68HATMPF.jpg,two layers of hills on a rocky terrain and a clear light blue sky with a white horizon,"['two', 'layer', 'hill', 'rocky', 'terrain', 'clear', 'light', 'blue', 'sky', 'white', 'horizon']"
05LE82SEXUO0.jpg,blue hills along with a hill covered with green moss with a blue sky covered with white puffy clouds,"['blue', 'hill', 'along', 'hill', 'covered', 'green', 'moss', 'blue', 'sky', 'covered', 'white', 'puffy', 'cloud']"
5A13SHIAQ36T.jpg,rocky snow capped hills with peaks and a light blue sky with thin lines of cloud,"['rocky', 'snow', 'capped', 'hill', 'peak', 'light', 'blue', 'sky', 'thin', 'line', 'cloud']"
5A536126RH0I.jpg,green mossy hill with green bushes and a light blue sky scattered with white clouds,"['green', 'mossy', 'hill', 'green', 'bush', 'light', 'blue', 'sky', 'scattered', 'white', 'cloud']"
5AIZ0TC6DOB2.jpg,dark rocky hill covered with snow and a grey sky covered with thin grey clouds,"['dark', 'rocky', 'hill', 'covered', 'snow', 'grey', 'sky', 'covered', 'thin', 'grey', 'cloud']"
5AS7DWKO5TEP.jpg,snow capped rock hill with a clear blue sky,"['snow', 'capped', 'rock', 'hill', 'clear', 'blue', 'sky']"
5B9BGQYGD3Y7.jpg,dark rocky hill covered with green moss and a blue sky with a line of white clouds in the horizon,"['dark', 'rocky', 'hill', 'covered', 'green', 'moss', 'blue', 'sky', 'line', 'white', 'cloud', 'horizon']"
5DFQVK29GV2U.jpg,sandy hill covered with green bushes with a hazy light blue sky,"['sandy', 'hill', 'covered', 'green', 'bush', 'hazy', 'light', 'blue', 'sky']"
5EFJQ4PSQS0K.jpg,rounded hill in a green mossy terrain with a grey sky streaked with white clouds,"['rounded', 'hill', 'green', 'mossy', 'terrain', 'grey', 'sky', 'streaked', 'white', 'cloud']"
5EJSETTTT4KJ.jpg,dark rocky hill with snow scattered around and a blue sky covered with a thick puffy white cloud,"['dark', 'rocky', 'hill', 'snow', 'scattered', 'around', 'blue', 'sky', 'covered', 'thick', 'puffy', 'white', 'cloud']"
5G9G1M4EH6I2.jpg,white rocky hills covered with snow trails and trees and a hazy light blue sky,"['white', 'rocky', 'hill', 'covered', 'snow', 'trail', 'tree', 'hazy', 'light', 'blue', 'sky']"
5JDNT422Y72M.jpg,dark rocky hill covered with green moss and scatted with snow with a grey sky with a cloud on the hill,"['dark', 'rocky', 'hill', 'covered', 'green', 'moss', 'scatted', 'snow', 'grey', 'sky', 'cloud', 'hill']"
5K9ZPACAO34P.jpg,two layers of hill covered with dark green moss and a clear light blue sky,"['two', 'layer', 'hill', 'covered', 'dark', 'green', 'moss', 'clear', 'light', 'blue', 'sky']"
9K8Z3UQCUVYB.jpg,road in the foreground leading to a hill in the background and the sky is light blue with a big white cloud,"['road', 'foreground', 'leading', 'hill', 'background', 'sky', 'light', 'blue', 'big', 'white', 'cloud']"
9L9ZRV4J7JD5.jpg,the hills are rocky and green and the sky is light blue with scattered white clouds,"['hill', 'rocky', 'green', 'sky', 'light', 'blue', 'scattered', 'white', 'cloud']"
9LQ3YBA8VOLW.jpg,snow capped hills with greenery in the foreground and a blue sky with a lot of clouds,"['snow', 'capped', 'hill', 'greenery', 'foreground', 'blue', 'sky', 'lot', 'cloud']"
9P10D5J3OPNC.jpg,cloud covered rocky hill with pine trees in the foreground and white cloudy skies,"['cloud', 'covered', 'rocky', 'hill', 'pine', 'tree', 'foreground', 'white', 'cloudy', 'sky']"
9PCT4Q4V5XLR.jpg,three layers of hills with trees in the foreground and a light blue sky with clouds,"['three', 'layer', 'hill', 'tree', 'foreground', 'light', 'blue', 'sky', 'cloud']"
9Q1L7MYTCDSY.jpg,snow capped hills whihc have a little brown peaking through with a light blue clear skies,"['snow', 'capped', 'hill', 'whihc', 'little', 'brown', 'peaking', 'light', 'blue', 'clear', 'sky']"
9Q9S3ZVVNSGN.jpg,one rocky hill with a little snow and dry vegetation in the foreground and the sky is light blue with very light scattering of clouds,"['one', 'rocky', 'hill', 'little', 'snow', 'dry', 'vegetation', 'foreground', 'sky', 'light', 'blue', 'light', 'scattering', 'cloud']"
9R2DK78QMTSR.jpg,grey hills covered lightly in snow with green mossy plains in the foreground with clear blue skies,"['grey', 'hill', 'covered', 'lightly', 'snow', 'green', 'mossy', 'plain', 'foreground', 'clear', 'blue', 'sky']"
9SN8E3YDHA6O.jpg,light green hills with a little melting snow and rocks pine trees in the foreground with white cloudy skies,"['light', 'green', 'hill', 'little', 'melting', 'snow', 'rock', 'pine', 'tree', 'foreground', 'white', 'cloudy', 'sky']"
9TR07BS8W5EO.jpg,dark hills with a little snow and a blue sky mostly covered with white clouds,"['dark', 'hill', 'little', 'snow', 'blue', 'sky', 'mostly', 'covered', 'white', 'cloud']"
9ULG5L9EPRG3.jpg,snow capped flat hills with clear blue skies,"['snow', 'capped', 'flat', 'hill', 'clear', 'blue', 'sky']"
9USAO4NPDH8F.jpg,rock tower with a muddy orange path beside it and a clear blue with lightly fluffy clouds,"['rock', 'tower', 'muddy', 'orange', 'path', 'beside', 'clear', 'blue', 'lightly', 'fluffy', 'cloud']"
9WJ8UFCO265Y.jpg,green hills with a very light blue sky,"['green', 'hill', 'light', 'blue', 'sky']"
9YT4NMG5CTPE.jpg,orange brown rocky hills with dark stormy clouds,"['orange', 'brown', 'rocky', 'hill', 'dark', 'stormy', 'cloud']"
13MX2AZU4VB6.jpg,cloud covered snowy hills with pine trees and a plain in the foreground and the sky is clear and light blue,"['cloud', 'covered', 'snowy', 'hill', 'pine', 'tree', 'plain', 'foreground', 'sky', 'clear', 'light', 'blue']"
18G0BRHYKQJO.jpg,faded hills due to mist with a rocky foreground with vegetation with a clear gradient skies with a tinge of orange,"['faded', 'hill', 'due', 'mist', 'rocky', 'foreground', 'vegetation', 'clear', 'gradient', 'sky', 'tinge', 'orange']"
19E8OA99W6WJ.jpg,big white hill covered in snow surrounded by smaller snow capped hills with azure skies,"['big', 'white', 'hill', 'covered', 'snow', 'surrounded', 'smaller', 'snow', 'capped', 'hill', 'azure', 'sky']"
20E6RPE2TBO7.jpg,green hills to the left and rocky slightly snowy hills to the right with clear white skies,"['green', 'hill', 'left', 'rocky', 'slightly', 'snowy', 'hill', 'right', 'clear', 'white', 'sky']"
21W9HHU37PER.jpg,rocky dark hill with a little snow in the foreground and hill ranges with clouds in the background with clear white skies,"['rocky', 'dark', 'hill', 'little', 'snow', 'foreground', 'hill', 'range', 'cloud', 'background', 'clear', 'white', 'sky']"
26CSWEKTG1V7.jpg,dark rocky hill covered in snow and fluffy clouds with fluffy white cloud with dark blue sky,"['dark', 'rocky', 'hill', 'covered', 'snow', 'fluffy', 'cloud', 'fluffy', 'white', 'cloud', 'dark', 'blue', 'sky']"
26I79HKYS5ON.jpg,green plains in the foreground  with small hill in the distance with a very light blue sky with scattered clouds,"['green', 'plain', 'foreground', 'small', 'hill', 'distance', 'light', 'blue', 'sky', 'scattered', 'cloud']"
26ZJ0MLQBUHQ.jpg,brown rocky hills in the background with grassland in the foreground with a few pine trees with a light blue skies mostly covered with clouds,"['brown', 'rocky', 'hill', 'background', 'grassland', 'foreground', 'pine', 'tree', 'light', 'blue', 'sky', 'mostly', 'covered', 'cloud']"
27T11DEK1FA1.jpg,rocky trail in the mud leading upto hills in the background and cloudy skies with a little blue,"['rocky', 'trail', 'mud', 'leading', 'upto', 'hill', 'background', 'cloudy', 'sky', 'little', 'blue']"
29BRUM5TQUQA.jpg,snow covered plain with pine trees and blue skies with light white clouds,"['snow', 'covered', 'plain', 'pine', 'tree', 'blue', 'sky', 'light', 'white', 'cloud']"
30MZ37GI2NZJ.jpg,rocky white hills in the distance forest of pine trees in the front of them with a sky that is clear blue,"['rocky', 'white', 'hill', 'distance', 'forest', 'pine', 'tree', 'front', 'sky', 'clear', 'blue']"
32OD8G15107X.jpg,dark rocky hill with a little snow and pine trees in foreground with white cloudy skies,"['dark', 'rocky', 'hill', 'little', 'snow', 'pine', 'tree', 'foreground', 'white', 'cloudy', 'sky']"
34AJIKTT3KU9.jpg,rocky hill covered in moss with green plains in the far background and a sky that is clear blue,"['rocky', 'hill', 'covered', 'moss', 'green', 'plain', 'far', 'background', 'sky', 'clear', 'blue']"
36DRZ93WJK0T.jpg,dark hills in the distance with trees and grasslands in the foreground and a cloudy sky with ribbon like clouds,"['dark', 'hill', 'distance', 'tree', 'grassland', 'foreground', 'cloudy', 'sky', 'ribbon', 'like', 'cloud']"
37FICWFF3FMR.jpg,rocky hills int he distance covered with clouds and pine forest in the foreground and a sky is light blue with big fluffy clouds,"['rocky', 'hill', 'int', 'distance', 'covered', 'cloud', 'pine', 'forest', 'foreground', 'sky', 'light', 'blue', 'big', 'fluffy', 'cloud']"
37RRQKDU6MCG.jpg,gradient blue hill ranges covered in mist and fog with a few darker hills in the foreground and a clear slightly dark blue skies,"['gradient', 'blue', 'hill', 'range', 'covered', 'mist', 'fog', 'darker', 'hill', 'foreground', 'clear', 'slightly', 'dark', 'blue', 'sky']"
38YO55BC8YQ4.jpg,snow capped hill with grasslands and pine trees in the foreground with a clear blue skies,"['snow', 'capped', 'hill', 'grassland', 'pine', 'tree', 'foreground', 'clear', 'blue', 'sky']"
44V3FU1GYGIA.jpg,green-blue hill ranges with a orange white cloudy skies,"['green-blue', 'hill', 'range', 'orange', 'white', 'cloudy', 'sky']"
50O1ITLNOK7D.jpg,boulder like rocky hills covered in grass and moss with a grass patch in the foreground with clear blue skies,"['boulder', 'like', 'rocky', 'hill', 'covered', 'grass', 'moss', 'grass', 'patch', 'foreground', 'clear', 'blue', 'sky']"
50ZZUWYKGONT.jpg,grasslands leading upto rocky hills with clear blue skies,"['grassland', 'leading', 'upto', 'rocky', 'hill', 'clear', 'blue', 'sky']"
0000018.png,blurry blue hills and dark trees,"['blurry', 'blue', 'hill', 'dark', 'tree']"
6BLNCGLN3T4P.jpg,rocky hills in the distance and green covered hills in the forefront with blue cloudy skies,"['rocky', 'hill', 'distance', 'green', 'covered', 'hill', 'forefront', 'blue', 'cloudy', 'sky']"
0072878.png,brown rocky mountains with light brown and dark brown gradients and faded hill in the distance and a clear blue sky,"['brown', 'rocky', 'mountain', 'light', 'brown', 'dark', 'brown', 'gradient', 'faded', 'hill', 'distance', 'clear', 'blue', 'sky']"
0050566.png,snow capped mountain with a little greenery at the bottom with clear white skies,"['snow', 'capped', 'mountain', 'little', 'greenery', 'bottom', 'clear', 'white', 'sky']"
6HGAZGKV8DB3.jpg444444444444444444444444444444444444444444444444444444444444444444444444,snow capped hills in the distance with snow and foliage in the forefront and clear blue skies,"['snow', 'capped', 'hill', 'distance', 'snow', 'foliage', 'forefront', 'clear', 'blue', 'sky']"
0050982.png,green pastures leading up to a green hill with a stormy dark sky,"['green', 'pasture', 'leading', 'green', 'hill', 'stormy', 'dark', 'sky']"
0050981.png,rocky brown hill with sparsed vegetation and a light blue clear sky,"['rocky', 'brown', 'hill', 'sparsed', 'vegetation', 'light', 'blue', 'clear', 'sky']"
06SWFA8XYRFU.jpg,green hills leading to dark hills with a clear blue sky,"['green', 'hill', 'leading', 'dark', 'hill', 'clear', 'blue', 'sky']"
0051068.png,brown hill in the forefront and a hill covered with clouds behind it with white cloudy skies,"['brown', 'hill', 'forefront', 'hill', 'covered', 'cloud', 'behind', 'white', 'cloudy', 'sky']"
0051030.png,green and rocky mountains with a clear blue sky,"['green', 'rocky', 'mountain', 'clear', 'blue', 'sky']"
6JWREFT0B2KG.jpg,brown rocky hills and a clear blue sky with a small cloud,"['brown', 'rocky', 'hill', 'clear', 'blue', 'sky', 'small', 'cloud']"
5Z5SDJHGM7DA.jpg,green low lying hills with cloudy skies,"['green', 'low', 'lying', 'hill', 'cloudy', 'sky']"
0050995.png,dark green hills with a warm white sky,"['dark', 'green', 'hill', 'warm', 'white', 'sky']"
06QRXVG2WWCO.jpg,snow covered mountain witha  blue sky which has orange clouds so sunrise or sunset,"['snow', 'covered', 'mountain', 'witha', 'blue', 'sky', 'orange', 'cloud', 'sunrise', 'sunset']"
0051045.png,sandy brown terrain leading upto a low lying sandy brown hill with blue skies with scattered clouds,"['sandy', 'brown', 'terrain', 'leading', 'upto', 'low', 'lying', 'sandy', 'brown', 'hill', 'blue', 'sky', 'scattered', 'cloud']"
5WMK6US64ONV.jpg,white snow covered mountain covered with light wispy clouds and blue skies,"['white', 'snow', 'covered', 'mountain', 'covered', 'light', 'wispy', 'cloud', 'blue', 'sky']"
5MK4YDP9BNL2.jpg,white snow capped hills covered with fog and clouds and a dark white cloudy sky,"['white', 'snow', 'capped', 'hill', 'covered', 'fog', 'cloud', 'dark', 'white', 'cloudy', 'sky']"
5RW4MO879UES.jpg,green foliage covered hills in the foreground and a cloud covered mountain in the distance and a white cloudy sky,"['green', 'foliage', 'covered', 'hill', 'foreground', 'cloud', 'covered', 'mountain', 'distance', 'white', 'cloudy', 'sky']"
0051044.png,rocky grey mountain lightly covered in snow with dark blue skies and scattered clouds,"['rocky', 'grey', 'mountain', 'lightly', 'covered', 'snow', 'dark', 'blue', 'sky', 'scattered', 'cloud']"
0051042.png,light grey hills with light foliage and clear blue sky,"['light', 'grey', 'hill', 'light', 'foliage', 'clear', 'blue', 'sky']"
0050562.png,green trees in the foreground and dark grey mountians and a clear blue sky,"['green', 'tree', 'foreground', 'dark', 'grey', 'mountians', 'clear', 'blue', 'sky']"
0051013.png,green fields in the foreground with dark grey hill covered in clouds,"['green', 'field', 'foreground', 'dark', 'grey', 'hill', 'covered', 'cloud']"
6MTT9C9WRCLS.jpg,green fields in the foreground with a dark grey hill and a sky with dark grey white clouds,"['green', 'field', 'foreground', 'dark', 'grey', 'hill', 'sky', 'dark', 'grey', 'white', 'cloud']"
6MUMOCUVSO07.jpg,white hill with crisp clear blue skies,"['white', 'hill', 'crisp', 'clear', 'blue', 'sky']"
6J54GSNKO5GD.jpg,low lying regions of the hill has greenery and the top part is covered in snow and a light blue sky with clouds,"['low', 'lying', 'region', 'hill', 'greenery', 'top', 'part', 'covered', 'snow', 'light', 'blue', 'sky', 'cloud']"
0050998.png,snow and cloud covered mountains with a light blue sky,"['snow', 'cloud', 'covered', 'mountain', 'light', 'blue', 'sky']"
6B7AQ60KY99V.jpg,dark grey olive green rocky mountain covered in snow and light grey clouds,"['dark', 'grey', 'olive', 'green', 'rocky', 'mountain', 'covered', 'snow', 'light', 'grey', 'cloud']"
0051064.png,greenery in the foreground with hills with orange light in the background with clear skies,"['greenery', 'foreground', 'hill', 'orange', 'light', 'background', 'clear', 'sky']"
5VY4X5VJTT81.jpg,fog covered light brown hill with clear cloudy skies,"['fog', 'covered', 'light', 'brown', 'hill', 'clear', 'cloudy', 'sky']"
0051063.png,grey hills with clouds and foliage and a clear blue sky,"['grey', 'hill', 'cloud', 'foliage', 'clear', 'blue', 'sky']"
0050988.png,greenery covered hills with dark grey sky,"['greenery', 'covered', 'hill', 'dark', 'grey', 'sky']"
6HU37VMQOI5U.jpg,light grey hills covered in light foliage with a pink purple sky sunrise or sunset,"['light', 'grey', 'hill', 'covered', 'light', 'foliage', 'pink', 'purple', 'sky', 'sunrise', 'sunset']"
6A1V68IT3VQR.jpg,dark grey base in the forefront and a grey hill in the back with light snow on the tops with a clear blue sky,"['dark', 'grey', 'base', 'forefront', 'grey', 'hill', 'back', 'light', 'snow', 'top', 'clear', 'blue', 'sky']"
6HERO9L7KVX7.jpg,dark hills with pine trees silhouttes in the front and a light orange sky sunrise or sunset,"['dark', 'hill', 'pine', 'tree', 'silhouttes', 'front', 'light', 'orange', 'sky', 'sunrise', 'sunset']"
5TL0VMOB5AGB.jpg,light grey hills covered in snow with a light clue purple sky covered in clouds,"['light', 'grey', 'hill', 'covered', 'snow', 'light', 'clue', 'purple', 'sky', 'covered', 'cloud']"
0051038.png,grey hills with pine trees in the forefront and a vibrant blue sky with startrails,"['grey', 'hill', 'pine', 'tree', 'forefront', 'vibrant', 'blue', 'sky', 'startrails']"
0051034.png,green hills with several shades of green and a clear blue sky,"['green', 'hill', 'several', 'shade', 'green', 'clear', 'blue', 'sky']"
0051060.png,green hills with several shades of green and snow with a blue sky with clouds,"['green', 'hill', 'several', 'shade', 'green', 'snow', 'blue', 'sky', 'cloud']"
0051011.png,green and grey hills and a cloudy sky,"['green', 'grey', 'hill', 'cloudy', 'sky']"
6HL8JGIOFSTU.jpg,light brown hills in the foreground with dark hills in the background with a light blue sky,"['light', 'brown', 'hill', 'foreground', 'dark', 'hill', 'background', 'light', 'blue', 'sky']"
0050564.png,one dark green grey hill with light blue sky,"['one', 'dark', 'green', 'grey', 'hill', 'light', 'blue', 'sky']"
5QK7QHI1D0IG.jpg,light brown hill with foliage in the foreground and dark stormy clouds,"['light', 'brown', 'hill', 'foliage', 'foreground', 'dark', 'stormy', 'cloud']"
0051032.png,hills with a brownish red gradient and the hills fade as we go away,"['hill', 'brownish', 'red', 'gradient', 'hill', 'fade', 'go', 'away']"
0051047.png,low lying green brown hills lined with clouds and a clear blue sky,"['low', 'lying', 'green', 'brown', 'hill', 'lined', 'cloud', 'clear', 'blue', 'sky']"
6JL86R9RPFL9.jpg,olive green hills with a light blue sky with clouds,"['olive', 'green', 'hill', 'light', 'blue', 'sky', 'cloud']"
0051041.png,snow covered ground leads to a snow covered hill with teal blue skies with light clouds,"['snow', 'covered', 'ground', 'lead', 'snow', 'covered', 'hill', 'teal', 'blue', 'sky', 'light', 'cloud']"
5PU6YTMHCIJ4.jpg,hills covered with greenery,"['hill', 'covered', 'greenery']"
0051046.png,light green hills and a cloudy white sky,"['light', 'green', 'hill', 'cloudy', 'white', 'sky']"
6LW9MPEW5TD4.jpg,green low lying hills with a clear light cloudy sky,"['green', 'low', 'lying', 'hill', 'clear', 'light', 'cloudy', 'sky']"
0051014.png,light yellow brown hills with pine trees and foliage in the foreground and a light blue sky,"['light', 'yellow', 'brown', 'hill', 'pine', 'tree', 'foliage', 'foreground', 'light', 'blue', 'sky']"
6IDKT9U9TE1P.jpg,hills in the shades of blue with a light blue clear sky,"['hill', 'shade', 'blue', 'light', 'blue', 'clear', 'sky']"
5OPJS4RDE4FF.jpg,green hills and a cloudy white sky,"['green', 'hill', 'cloudy', 'white', 'sky']"
6K0LCJU3T26W.jpg,light brown hills with scattered foliage,"['light', 'brown', 'hill', 'scattered', 'foliage']"
0051020.png,grey hill with a light green foliage with blue skies,"['grey', 'hill', 'light', 'green', 'foliage', 'blue', 'sky']"
5LPKI358J7HB.jpg,greenish blue hill with cloudy sky,"['greenish', 'blue', 'hill', 'cloudy', 'sky']"
